company_id,year,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag
ADANIPORTS,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ADANIPORTS,2016-03,25.72737783680763,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.335310574077937,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.507113208761506,NORMAL,,INSUFFICIENT,,INSUFFICIENT
ADANIPORTS,2017-03,20.44292261784719,NORMAL,,INSUFFICIENT,,INSUFFICIENT,30.86680450669683,NORMAL,,INSUFFICIENT,,INSUFFICIENT,33.420082436097246,NORMAL,,INSUFFICIENT,,INSUFFICIENT
ADANIPORTS,2018-03,22.550492291302437,NORMAL,25.918201916791972,NORMAL,,INSUFFICIENT,16.66217818116089,NORMAL,17.622249929148204,NORMAL,,INSUFFICIENT,17.840146380897437,NORMAL,17.607902252467355,NORMAL,,INSUFFICIENT
ADANIPORTS,2019-03,15.399601862092748,NORMAL,17.732092499981555,NORMAL,,INSUFFICIENT,12.301814736402505,NORMAL,18.36517675362346,NORMAL,,INSUFFICIENT,10.715524489384997,NORMAL,18.88654957871243,NORMAL,,INSUFFICIENT
ADANIPORTS,2020-03,12.052915344789161,NORMAL,14.053555422033593,NORMAL,,INSUFFICIENT,-1.009647005728731,NORMAL,10.246789703569824,NORMAL,,INSUFFICIENT,0.0,NORMAL,11.550670014054099,NORMAL,,INSUFFICIENT
ADANIPORTS,2021-03,3.4889719758043336,NORMAL,12.038437201046982,NORMAL,,INSUFFICIENT,11.017898337374831,NORMAL,12.070015891980223,NORMAL,,INSUFFICIENT,11.57215834702825,NORMAL,12.295510705682112,NORMAL,,INSUFFICIENT
ADANIPORTS,2022-03,16.149937942078484,NORMAL,15.196021711535357,NORMAL,,INSUFFICIENT,6.983450437029126,NORMAL,4.885683476768143,NORMAL,,INSUFFICIENT,6.575671665233052,NORMAL,3.8950477489882784,NORMAL,,INSUFFICIENT
ADANIPORTS,2023-03,20.650487988948683,NORMAL,12.98928015223748,NORMAL,19.278694630023587,NORMAL,12.512597053128683,NORMAL,7.876933597730829,NORMAL,12.644252606257812,NORMAL,9.579370842217516,NORMAL,6.790716584560208,NORMAL,12.068872384564933,NORMAL
ADANIPORTS,2024-03,28.631936311849437,NORMAL,19.57867595245697,NORMAL,18.65179197239284,NORMAL,17.084126579285687,NORMAL,14.909565182041629,NORMAL,16.624572854327614,NORMAL,14.977941578896626,NORMAL,14.869835499703509,NORMAL,16.860936130231472,NORMAL
ADANIPOWER,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ADANIPOWER,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ADANIPOWER,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ADANIPOWER,2016-03,55.9414072705229,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,TURNAROUND,,INSUFFICIENT,,INSUFFICIENT,,TURNAROUND,,INSUFFICIENT,,INSUFFICIENT
ADANIPOWER,2017-03,13.84398810447287,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,BOTH_NEGATIVE,,INSUFFICIENT,,INSUFFICIENT,,BOTH_NEGATIVE,,INSUFFICIENT,,INSUFFICIENT
ADANIPOWER,2018-03,2.812281577801401,NORMAL,24.854768715819798,NORMAL,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT
ADANIPOWER,2019-03,-2.0008608070737233,NORMAL,9.27588040271312,NORMAL,,INSUFFICIENT,,DECLINE_TO_LOSS,,BOTH_NEGATIVE,,INSUFFICIENT,,DECLINE_TO_LOSS,,BOTH_NEGATIVE,,INSUFFICIENT
ADANIPOWER,2020-03,5.382486975545575,NORMAL,7.214840153417179,NORMAL,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT
ADANIPOWER,2021-03,8.898663210215553,NORMAL,0.6564928179288998,NORMAL,,INSUFFICIENT,,TURNAROUND,18.176309784358757,NORMAL,,INSUFFICIENT,,TURNAROUND,8.447177119769854,NORMAL,,INSUFFICIENT
ADANIPOWER,2022-03,5.078785671226016,NORMAL,4.14712377692581,NORMAL,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT
ADANIPOWER,2023-03,13.571516896859581,NORMAL,13.812394373753722,NORMAL,19.205789190494826,NORMAL,,TURNAROUND,,TURNAROUND,,TURNAROUND,,TURNAROUND,,TURNAROUND,,TURNAROUND
ADANIPOWER,2024-03,24.294797156226156,NORMAL,16.086096410440966,NORMAL,12.629527157691523,NORMAL,154.07088459944453,NORMAL,,TURNAROUND,,TURNAROUND,162.07413942088965,NORMAL,,TURNAROUND,,TURNAROUND
AMBUJACEM,2012-12,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
AMBUJACEM,2013-12,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
AMBUJACEM,2014-12,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
AMBUJACEM,2015-12,-1.0783629462939648,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-14.483559496590082,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-14.501202666165147,NORMAL,,INSUFFICIENT,,INSUFFICIENT
AMBUJACEM,2016-12,29.929521264588832,NORMAL,,INSUFFICIENT,,INSUFFICIENT,3.913689722316227,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-9.143970358393016,NORMAL,,INSUFFICIENT,,INSUFFICIENT
AMBUJACEM,2017-12,33.355861476067375,NORMAL,19.350297077682033,NORMAL,,INSUFFICIENT,9.362781071446658,NORMAL,8.52540579140837,NORMAL,,INSUFFICIENT,-7.168223327744416,NORMAL,0.0,NORMAL,,INSUFFICIENT
AMBUJACEM,2018-12,40.26238980107533,NORMAL,23.237521356132795,NORMAL,,INSUFFICIENT,54.38123689114178,NORMAL,18.394849848210313,NORMAL,,INSUFFICIENT,30.059144685138705,NORMAL,6.576275663547415,NORMAL,,INSUFFICIENT
AMBUJACEM,2019-12,10.48983632828422,NORMAL,22.179522882798295,NORMAL,,INSUFFICIENT,24.73491008967228,NORMAL,13.354938999207233,NORMAL,,INSUFFICIENT,22.39034103416604,NORMAL,1.9244876491456564,NORMAL,,INSUFFICIENT
AMBUJACEM,2020-12,1.2645273918070687,NORMAL,21.038388124060383,NORMAL,,INSUFFICIENT,16.89803632525486,NORMAL,30.913965581917104,NORMAL,,INSUFFICIENT,14.471424255333186,NORMAL,19.13578981670916,NORMAL,,INSUFFICIENT
AMBUJACEM,2021-12,3.610863166801348,NORMAL,7.587403635446233,NORMAL,,INSUFFICIENT,7.670983912476048,NORMAL,20.945123020866106,NORMAL,,INSUFFICIENT,8.37067626618271,NORMAL,18.466445254224407,NORMAL,,INSUFFICIENT
AMBUJACEM,2024-03,4.611716860010384,NORMAL,4.115700788754739,NORMAL,12.786553484793739,NORMAL,8.484585512022203,NORMAL,11.228574154296279,NORMAL,12.286723339088713,NORMAL,4.551591714942038,NORMAL,7.781806771272581,NORMAL,4.812238946895775,NORMAL
APOLLOHOSP,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
APOLLOHOSP,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
APOLLOHOSP,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
APOLLOHOSP,2016-03,17.728874672474994,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-8.122660403959724,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-8.23534978515731,NORMAL,,INSUFFICIENT,,INSUFFICIENT
APOLLOHOSP,2017-03,18.53226174654161,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-25.357373304445886,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-11.3938128033939,NORMAL,,INSUFFICIENT,,INSUFFICIENT
APOLLOHOSP,2018-03,17.134330674561184,NORMAL,16.942354195434504,NORMAL,,INSUFFICIENT,-43.631629406150786,NORMAL,-27.66612615683105,NORMAL,,INSUFFICIENT,-30.663872564936533,NORMAL,-18.316664954179764,NORMAL,,INSUFFICIENT
APOLLOHOSP,2019-03,16.070405074738446,NORMAL,17.157585093393312,NORMAL,,INSUFFICIENT,-5.233673848257103,NORMAL,-8.68462890526146,NORMAL,,INSUFFICIENT,0.0,NORMAL,-5.866497728949172,NORMAL,,INSUFFICIENT
APOLLOHOSP,2020-03,15.73013872152047,NORMAL,17.004024260020856,NORMAL,,INSUFFICIENT,48.84610815040138,NORMAL,5.217453808791128,NORMAL,,INSUFFICIENT,27.29108424148723,NORMAL,6.576275663547415,NORMAL,,INSUFFICIENT
APOLLOHOSP,2021-03,8.607430608703194,NORMAL,11.418616248778267,NORMAL,,INSUFFICIENT,31.680996855786447,NORMAL,-10.230141427470674,NORMAL,,INSUFFICIENT,7.721734501594191,NORMAL,-10.068835772242512,NORMAL,,INSUFFICIENT
APOLLOHOSP,2022-03,15.096223210672456,NORMAL,15.107895036926532,NORMAL,,INSUFFICIENT,76.94430456361536,NORMAL,53.268777339201364,NORMAL,,INSUFFICIENT,62.53914824285509,NORMAL,35.469202920865925,NORMAL,,INSUFFICIENT
APOLLOHOSP,2023-03,13.883745577885165,NORMAL,15.04488770509953,NORMAL,15.989740953171093,NORMAL,25.01234445988669,NORMAL,69.6829630130583,NORMAL,10.78730089645501,NORMAL,19.983162620797668,NORMAL,48.10065311433625,NORMAL,9.987977837776096,NORMAL
APOLLOHOSP,2024-03,21.752736351876713,NORMAL,14.660042602193135,NORMAL,15.90208668517812,NORMAL,89.6838465061924,NORMAL,36.13077689773863,NORMAL,11.493642912195057,NORMAL,84.69147504478333,NORMAL,29.95061094416296,NORMAL,10.60156477390728,NORMAL
ASIANPAINT,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ASIANPAINT,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ASIANPAINT,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ASIANPAINT,2016-03,10.755821922659337,NORMAL,,INSUFFICIENT,,INSUFFICIENT,15.836629535764501,NORMAL,,INSUFFICIENT,,INSUFFICIENT,14.471424255333186,NORMAL,,INSUFFICIENT,,INSUFFICIENT
ASIANPAINT,2017-03,7.218685658898583,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.868030639048182,NORMAL,,INSUFFICIENT,,INSUFFICIENT,15.441567326431937,NORMAL,,INSUFFICIENT,,INSUFFICIENT
ASIANPAINT,2018-03,7.31138722508986,NORMAL,9.880359579270825,NORMAL,,INSUFFICIENT,13.708737315596341,NORMAL,12.582139819769456,NORMAL,,INSUFFICIENT,11.868894208139679,NORMAL,11.842691472014465,NORMAL,,INSUFFICIENT
ASIANPAINT,2019-03,10.47149225471069,NORMAL,9.503190332299205,NORMAL,,INSUFFICIENT,6.987846873108139,NORMAL,11.81991137137912,NORMAL,,INSUFFICIENT,6.917810999860885,NORMAL,11.09534595426207,NORMAL,,INSUFFICIENT
ASIANPAINT,2020-03,10.298190144554443,NORMAL,8.221620138866225,NORMAL,,INSUFFICIENT,11.225741486584017,NORMAL,14.218511658101551,NORMAL,,INSUFFICIENT,11.868894208139679,NORMAL,13.29568106011707,NORMAL,,INSUFFICIENT
ASIANPAINT,2021-03,8.873350063669472,NORMAL,8.755964741976374,NORMAL,,INSUFFICIENT,15.194344737182552,NORMAL,12.207179705461101,NORMAL,,INSUFFICIENT,16.260329205681458,NORMAL,12.888132073019754,NORMAL,,INSUFFICIENT
ASIANPAINT,2022-03,14.789178655337022,NORMAL,14.07882883288587,NORMAL,,INSUFFICIENT,11.794052574983072,NORMAL,8.881207385128832,NORMAL,,INSUFFICIENT,13.30326698854094,NORMAL,9.856054330611785,NORMAL,,INSUFFICIENT
ASIANPAINT,2023-03,19.498998826027325,NORMAL,15.437019717035461,NORMAL,12.624425571308606,NORMAL,14.782365179141244,NORMAL,14.86435977103433,NORMAL,13.71752464792262,NORMAL,15.37281116524374,NORMAL,15.41169840334604,NORMAL,13.61318135140226,NORMAL
ASIANPAINT,2024-03,17.801037676951047,NORMAL,13.029660349453076,NORMAL,11.25245350301849,NORMAL,20.117567163333238,NORMAL,20.277362101955056,NORMAL,15.971565352132288,NORMAL,19.983162620797668,NORMAL,20.973552688431262,NORMAL,15.929283130870008,NORMAL
ATGL,2018-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ATGL,2019-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ATGL,2020-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
ATGL,2021-03,7.270351835657896,NORMAL,,INSUFFICIENT,,INSUFFICIENT,41.91293829015616,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-12.64195352637011,NORMAL,,INSUFFICIENT,,INSUFFICIENT
ATGL,2022-03,20.903061342616457,NORMAL,,INSUFFICIENT,,INSUFFICIENT,30.50508484330676,NORMAL,,INSUFFICIENT,,INSUFFICIENT,35.72088082974532,NORMAL,,INSUFFICIENT,,INSUFFICIENT
ATGL,2023-03,32.66554996268296,NORMAL,26.083369020953363,NORMAL,,INSUFFICIENT,7.787579098981068,NORMAL,27.507439777296128,NORMAL,,INSUFFICIENT,7.721734501594191,NORMAL,-3.5807495997372762,NORMAL,,INSUFFICIENT
ATGL,2024-03,38.18335427451367,NORMAL,21.08864867789759,NORMAL,,INSUFFICIENT,12.99654305433795,NORMAL,23.8762916927858,NORMAL,,INSUFFICIENT,14.471424255333186,NORMAL,24.57309396155174,NORMAL,,INSUFFICIENT
